threshold,precision,recall,f1
1.673115366429556e-05,0.030199315482182403,1.0,0.058628102346842716
1.674559825914912e-05,0.030202355783751134,1.0,0.058633831663988084
1.6796619092929177e-05,0.030205396697543293,1.0,0.05863956210101562
1.687857547949534e-05,0.030208438223743833,1.0,0.0586452936582537
1.6909121768549085e-05,0.030211480362537766,1.0,0.05865102633603082
1.7128877516370267e-05,0.030214523114110183,1.0,0.05865676013467563
1.724390131130349e-05,0.030217566478646252,1.0,0.05866249505451689
1.7291080439463258e-05,0.030220610456331218,1.0,0.05866823109588349
1.7407410268788226e-05,0.030223655047350393,1.0,0.058673968259104446
1.7444035620428622e-05,0.030226700251889168,1.0,0.05867970654450893
1.7486825527157634e-05,0.030229746070133012,1.0,0.05868544595242621
1.7599704733584076e-05,0.030232792502267458,1.0,0.05869118648318569
1.7652670067036524e-05,0.030235839548478128,1.0,0.05869692813711691
1.7683656551525928e-05,0.03023888720895071,1.0,0.058702670914549525
1.7706539438222535e-05,0.03024193548387097,1.0,0.058708414815813355
1.775132659531664e-05,0.03024498437342474,1.0,0.0587141598412383
1.7798432963900268e-05,0.030248033877797943,1.0,0.058719905991154425
1.780693855835125e-05,0.030251083997176565,1.0,0.05872565326589191
1.7823691450757906e-05,0.030254134731746672,1.0,0.058731401665781065
1.7850534277386032e-05,0.030257186081694403,1.0,0.05873715119115233
1.7855096302810125e-05,0.03026023804720597,1.0,0.058742901842336284
1.786192660802044e-05,0.03026329062846767,1.0,0.05874865361966362
1.7898160876939073e-05,0.03026634382566586,1.0,0.05875440652346517
1.7925012798514217e-05,0.030269397638986985,1.0,0.058760160554071884
1.793809497030452e-05,0.030272452068617558,1.0,0.058765915711814866
1.795373646018561e-05,0.030275507114744173,1.0,0.058771671997025314
1.8003715013037436e-05,0.030278562777553492,1.0,0.0587774294100346
1.8019192793872207e-05,0.03028161905723226,1.0,0.05878318795117418
1.8248918422614224e-05,0.03028467595396729,1.0,0.05878894762077569
1.8324009943171404e-05,0.03028773346794548,1.0,0.05879470841917084
1.8480181097402237e-05,0.030290791599353797,1.0,0.0588004703466915
1.8572211047285236e-05,0.030293850348379277,1.0,0.05880623340366969
1.8624941731104627e-05,0.03029690971520905,1.0,0.058811997590437516
1.8694876416702755e-05,0.0302999697000303,1.0,0.05881776290732725
1.8812432244885713e-05,0.030303030303030304,1.0,0.05882352935467128
1.88740868907189e-05,0.030306091524396405,1.0,0.05882929693280211
1.889955638034735e-05,0.030309153364316024,1.0,0.05883506564205241
1.8912862287834287e-05,0.03031221582297666,1.0,0.05884083548275494
1.896874891826883e-05,0.030315278900565887,1.0,0.058846606455242645
1.9062048522755504e-05,0.03031834259727135,1.0,0.058852378559848526
1.911163235490676e-05,0.030321406913280776,1.0,0.058858151796905775
1.9136379705742e-05,0.030324471848781967,1.0,0.058863926166747675
1.9267861716798507e-05,0.0303275374039628,1.0,0.058869701669707696
1.9289114788989536e-05,0.030330603579011222,1.0,0.05887547830611938
1.92917632375611e-05,0.030333670374115267,1.0,0.05888125607631642
1.9323986634844914e-05,0.03033673778946304,1.0,0.05888703498063265
1.9333627278683707e-05,0.03033980582524272,1.0,0.05889281501940203
1.937948036356829e-05,0.03034287448164256,1.0,0.05889859619295863
1.9380440789973363e-05,0.0303459437588509,1.0,0.058904378501636684
1.9402632460696623e-05,0.030349013657056147,1.0,0.05891016194577055
1.947314740391448e-05,0.030352084176446782,1.0,0.058915946525694686
1.9502642317092977e-05,0.030355155317211373,1.0,0.058921732241743734
1.955465631908737e-05,0.030358227079538554,1.0,0.05892751909425242
1.965438059414737e-05,0.030361299463617042,1.0,0.05893330708355563
1.9678049284266308e-05,0.030364372469635626,1.0,0.05893909620998838
1.9764789612963796e-05,0.030367446097783177,1.0,0.05894488647388579
1.9792516468442045e-05,0.030370520348248633,1.0,0.05895067787558313
1.9848541342071258e-05,0.030373595221221017,1.0,0.05895647041541583
1.9851288016070612e-05,0.030376670716889428,1.0,0.05896226409371941
1.9860943211824633e-05,0.030379746835443037,1.0,0.05896805891082952
2.037180820479989e-05,0.030382823577071096,1.0,0.05897385486708198
2.0508608940872364e-05,0.030385900941962928,1.0,0.058979651962812726
2.0550309272948653e-05,0.030388978930307942,1.0,0.058985450198357804
2.056075754808262e-05,0.030392057542295615,1.0,0.058991249574053425
2.072624374704901e-05,0.030395136778115502,1.0,0.058997050090235904
2.0757615857291967e-05,0.03039821663795724,1.0,0.059002851747241694
2.0765437511727214e-05,0.030401297122010538,1.0,0.059008654545407414
2.0784813386853784e-05,0.030404378230465188,1.0,0.05901445848506976
2.0843648599111475e-05,0.030407459963511047,1.0,0.0590202635665656
